id,neo_reference_id,name,nasa_jpl_url,absolute_magnitude_h,is_potentially_hazardous_asteroid,close_approach_data,is_sentry_object,links_self,estimated_diameter_kilometers_estimated_diameter_min,estimated_diameter_kilometers_estimated_diameter_max,estimated_diameter_meters_estimated_diameter_min,estimated_diameter_meters_estimated_diameter_max,estimated_diameter_miles_estimated_diameter_min,estimated_diameter_miles_estimated_diameter_max,estimated_diameter_feet_estimated_diameter_min,estimated_diameter_feet_estimated_diameter_max,sentry_data
54495433,54495433,(2024 UC3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54495433,25.493,False,"[{'close_approach_date': '2024-11-10', 'close_approach_date_full': '2024-Nov-10 23:27', 'epoch_date_close_approach': 1731281220000, 'relative_velocity': {'kilometers_per_second': '6.6489268071', 'kilometers_per_hour': '23936.1365054741', 'miles_per_hour': '14872.9843747486'}, 'miss_distance': {'astronomical': '0.0282719922', 'lunar': '10.9978049658', 'kilometers': '4229429.813776614', 'miles': '2628045.8221767132'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/54495433?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.0211814154,0.0473630846,21.1814153572,47.3630845984,0.0131615172,0.0294300472,69.4928347606,155.3907024738,
54499609,54499609,(2024 VY3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54499609,27.745,False,"[{'close_approach_date': '2024-11-10', 'close_approach_date_full': '2024-Nov-10 20:13', 'epoch_date_close_approach': 1731269580000, 'relative_velocity': {'kilometers_per_second': '10.9645384959', 'kilometers_per_hour': '39472.3385851442', 'miles_per_hour': '24526.5761614192'}, 'miss_distance': {'astronomical': '0.0050757025', 'lunar': '1.9744482725', 'kilometers': '759314.282753675', 'miles': '471816.016903715'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/54499609?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.007508531,0.0167895857,7.5085309733,16.7895856675,0.0046655834,0.0104325616,24.6342887585,55.0839442414,
54499709,54499709,(2024 VS4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54499709,26.251,False,"[{'close_approach_date': '2024-11-10', 'close_approach_date_full': '2024-Nov-10 08:50', 'epoch_date_close_approach': 1731228600000, 'relative_velocity': {'kilometers_per_second': '11.8928878312', 'kilometers_per_hour': '42814.396192217', 'miles_per_hour': '26603.2007895473'}, 'miss_distance': {'astronomical': '0.0079486274', 'lunar': '3.0920160586', 'kilometers': '1189097.728463638', 'miles': '738871.0665606844'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/54499709?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.0149401506,0.0334071924,14.9401506455,33.4071924373,0.0092833763,0.0207582606,49.0162438437,109.6036532361,
3408650,3408650,(2008 GL20),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3408650,26.6,False,"[{'close_approach_date': '2024-11-09', 'close_approach_date_full': '2024-Nov-09 01:42', 'epoch_date_close_approach': 1731116520000, 'relative_velocity': {'kilometers_per_second': '9.1729569273', 'kilometers_per_hour': '33022.6449382016', 'miles_per_hour': '20518.9873506287'}, 'miss_distance': {'astronomical': '0.2789515808', 'lunar': '108.5121649312', 'kilometers': '41730562.320812896', 'miles': '25930169.0282381248'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/3408650?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.0127219879,0.0284472297,12.7219878539,28.4472296503,0.0079050743,0.0176762835,41.7388066307,93.330808926,
3698845,3698845,(2014 WU202),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3698845,26.8,False,"[{'close_approach_date': '2024-11-09', 'close_approach_date_full': '2024-Nov-09 02:49', 'epoch_date_close_approach': 1731120540000, 'relative_velocity': {'kilometers_per_second': '13.658498843', 'kilometers_per_hour': '49170.5958346938', 'miles_per_hour': '30552.6960618407'}, 'miss_distance': {'astronomical': '0.2486874943', 'lunar': '96.7394352827', 'kilometers': '37203119.442917141', 'miles': '23116946.4747769058'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/3698845?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.0116025908,0.0259441818,11.6025908209,25.9441817907,0.0072095135,0.0161209622,38.066244069,85.1187093863,
3727178,3727178,(2015 RG36),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3727178,20.24,False,"[{'close_approach_date': '2024-11-09', 'close_approach_date_full': '2024-Nov-09 04:57', 'epoch_date_close_approach': 1731128220000, 'relative_velocity': {'kilometers_per_second': '5.4187694092', 'kilometers_per_hour': '19507.5698729694', 'miles_per_hour': '12121.2452913459'}, 'miss_distance': {'astronomical': '0.0996322359', 'lunar': '38.7569397651', 'kilometers': '14904770.273977533', 'miles': '9261394.7916666354'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/3727178?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.2379879547,0.5321572445,237.9879546831,532.1572444975,0.1478788134,0.3306670792,780.8004012424,1745.9227740372,
3763478,3763478,(2016 VK3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3763478,24.7,False,"[{'close_approach_date': '2024-11-09', 'close_approach_date_full': '2024-Nov-09 18:27', 'epoch_date_close_approach': 1731176820000, 'relative_velocity': {'kilometers_per_second': '12.2244349702', 'kilometers_per_hour': '44007.9658926487', 'miles_per_hour': '27344.8385847961'}, 'miss_distance': {'astronomical': '0.325007684', 'lunar': '126.427989076', 'kilometers': '48620457.26003308', 'miles': '30211351.222413304'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/3763478?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.0305179233,0.0682401509,30.5179232594,68.2401509401,0.0189629525,0.0424024508,100.1244233463,223.8850168104,
3774133,3774133,(2017 HA5),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3774133,27.5,False,"[{'close_approach_date': '2024-11-09', 'close_approach_date_full': '2024-Nov-09 18:06', 'epoch_date_close_approach': 1731175560000, 'relative_velocity': {'kilometers_per_second': '9.3932152885', 'kilometers_per_hour': '33815.5750384645', 'miles_per_hour': '21011.6832787614'}, 'miss_distance': {'astronomical': '0.3072721681', 'lunar': '119.5288733909', 'kilometers': '45967261.858041947', 'miles': '28562732.0471029886'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/3774133?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.008405334,0.0187948982,8.4053340207,18.7948982439,0.0052228308,0.0116786047,27.5765560686,61.6630539546,
3776073,3776073,(2017 MF4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3776073,23.6,False,"[{'close_approach_date': '2024-11-09', 'close_approach_date_full': '2024-Nov-09 21:52', 'epoch_date_close_approach': 1731189120000, 'relative_velocity': {'kilometers_per_second': '6.2529176228', 'kilometers_per_hour': '22510.5034419785', 'miles_per_hour': '13987.1514303783'}, 'miss_distance': {'astronomical': '0.4879816258', 'lunar': '189.8248524362', 'kilometers': '73001011.818817046', 'miles': '45360725.3394293948'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/3776073?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.0506471459,0.1132504611,50.6471458835,113.2504610618,0.0314706677,0.0703705522,166.1651821003,371.5566426699,
3789431,3789431,(2017 VG15),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3789431,24.7,False,"[{'close_approach_date': '2024-11-09', 'close_approach_date_full': '2024-Nov-09 04:52', 'epoch_date_close_approach': 1731127920000, 'relative_velocity': {'kilometers_per_second': '7.8311586335', 'kilometers_per_hour': '28192.1710805483', 'miles_per_hour': '17517.5187472441'}, 'miss_distance': {'astronomical': '0.1012796353', 'lunar': '39.3977781317', 'kilometers': '15151217.715256811', 'miles': '9414530.1306975518'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/3789431?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.0305179233,0.0682401509,30.5179232594,68.2401509401,0.0189629525,0.0424024508,100.1244233463,223.8850168104,
3837637,3837637,(2019 AQ3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3837637,17.48,False,"[{'close_approach_date': '2024-11-09', 'close_approach_date_full': '2024-Nov-09 02:08', 'epoch_date_close_approach': 1731118080000, 'relative_velocity': {'kilometers_per_second': '26.7709197688', 'kilometers_per_hour': '96375.3111677214', 'miles_per_hour': '59883.8704308544'}, 'miss_distance': {'astronomical': '0.3692912481', 'lunar': '143.6542955109', 'kilometers': '55245184.125401547', 'miles': '34327765.6158814686'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/3837637?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.8483107619,1.8968805296,848.3107618858,1896.8805296212,0.5271157064,1.1786665516,2783.1718800254,6223.3615168026,
54135142,54135142,(2021 GC3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54135142,20.93,False,"[{'close_approach_date': '2024-11-09', 'close_approach_date_full': '2024-Nov-09 18:04', 'epoch_date_close_approach': 1731175440000, 'relative_velocity': {'kilometers_per_second': '15.6977939932', 'kilometers_per_hour': '56512.0583755873', 'miles_per_hour': '35114.3953834309'}, 'miss_distance': {'astronomical': '0.3237105927', 'lunar': '125.9234205603', 'kilometers': '48426415.164357549', 'miles': '30090779.0551662162'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/54135142?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.1732028271,0.3872932954,173.2028271414,387.2932953833,0.1076232139,0.2406528222,568.2507633985,1270.6473352252,
54202331,54202331,(2021 TC1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54202331,25.34,False,"[{'close_approach_date': '2024-11-09', 'close_approach_date_full': '2024-Nov-09 22:29', 'epoch_date_close_approach': 1731191340000, 'relative_velocity': {'kilometers_per_second': '4.176801399', 'kilometers_per_hour': '15036.4850362464', 'miles_per_hour': '9343.0870493277'}, 'miss_distance': {'astronomical': '0.1397860748', 'lunar': '54.3767830972', 'kilometers': '20911699.045740676', 'miles': '12993927.2506102888'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/54202331?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.0227276732,0.0508206223,22.7276732285,50.8206223093,0.014122317,0.0315784609,74.5658594349,166.7343304972,
54280038,54280038,(2022 KZ1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54280038,26.12,False,"[{'close_approach_date': '2024-11-09', 'close_approach_date_full': '2024-Nov-09 00:30', 'epoch_date_close_approach': 1731112200000, 'relative_velocity': {'kilometers_per_second': '16.4297522513', 'kilometers_per_hour': '59147.1081048046', 'miles_per_hour': '36751.7128110104'}, 'miss_distance': {'astronomical': '0.4294683214', 'lunar': '167.0631770246', 'kilometers': '64247546.113915418', 'miles': '39921573.9672040484'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/54280038?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.0158691979,0.0354846053,15.8691979174,35.4846052917,0.0098606594,0.0220491047,52.0642992953,116.4193124252,
54338671,54338671,(2023 AK),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54338671,27.75,False,"[{'close_approach_date': '2024-11-09', 'close_approach_date_full': '2024-Nov-09 19:46', 'epoch_date_close_approach': 1731181560000, 'relative_velocity': {'kilometers_per_second': '23.30864147', 'kilometers_per_hour': '83911.109291861', 'miles_per_hour': '52139.1001041567'}, 'miss_distance': {'astronomical': '0.3787161646', 'lunar': '147.3205880294', 'kilometers': '56655131.558729402', 'miles': '35203866.3256216676'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/54338671?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.0074912618,0.0167509707,7.4912618313,16.750970692,0.0046548529,0.0104085674,24.5776314666,54.9572546853,
54397463,54397463,(2023 UE4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54397463,21.66,False,"[{'close_approach_date': '2024-11-09', 'close_approach_date_full': '2024-Nov-09 07:30', 'epoch_date_close_approach': 1731137400000, 'relative_velocity': {'kilometers_per_second': '7.5998566681', 'kilometers_per_hour': '27359.4840053069', 'miles_per_hour': '17000.1193809642'}, 'miss_distance': {'astronomical': '0.2849953135', 'lunar': '110.8631769515', 'kilometers': '42634691.859582245', 'miles': '26491969.072615181'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/54397463?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.1237527837,0.2767196367,123.7527836584,276.719636665,0.0768963909,0.1719455574,406.0130827378,907.872852756,
54427465,54427465,(2024 DM),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54427465,24.98,False,"[{'close_approach_date': '2024-11-09', 'close_approach_date_full': '2024-Nov-09 03:48', 'epoch_date_close_approach': 1731124080000, 'relative_velocity': {'kilometers_per_second': '18.2516936223', 'kilometers_per_hour': '65706.0970403102', 'miles_per_hour': '40827.2134637417'}, 'miss_distance': {'astronomical': '0.4733847508', 'lunar': '184.1466680612', 'kilometers': '70817350.410160796', 'miles': '44003861.0587231448'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/54427465?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.0268259417,0.0599846292,26.8259417119,59.9846292283,0.0166688622,0.037272709,88.0116226061,196.7999709574,
54457671,54457671,(2024 NG),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54457671,26.44,False,"[{'close_approach_date': '2024-11-09', 'close_approach_date_full': '2024-Nov-09 20:36', 'epoch_date_close_approach': 1731184560000, 'relative_velocity': {'kilometers_per_second': '2.1684989121', 'kilometers_per_hour': '7806.5960835277', 'miles_per_hour': '4850.7152164564'}, 'miss_distance': {'astronomical': '0.3396868287', 'lunar': '132.1381763643', 'kilometers': '50816426.040574869', 'miles': '31575862.9493924322'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/54457671?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.0136947774,0.0306224531,13.694777373,30.6224531427,0.0085095375,0.0190279043,44.9303733964,100.4673691687,
54496019,54496019,(2024 UU4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54496019,26.826,False,"[{'close_approach_date': '2024-11-09', 'close_approach_date_full': '2024-Nov-09 06:56', 'epoch_date_close_approach': 1731135360000, 'relative_velocity': {'kilometers_per_second': '5.7062643623', 'kilometers_per_hour': '20542.5517043715', 'miles_per_hour': '12764.3427520858'}, 'miss_distance': {'astronomical': '0.0497687934', 'lunar': '19.3600606326', 'kilometers': '7445305.485110058', 'miles': '4626298.3041444804'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/54496019?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.0114644963,0.0256353929,11.4644962506,25.6353929441,0.0071237055,0.0159290897,37.6131778788,84.1056225868,
54496624,54496624,(2024 UU9),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54496624,26.64,False,"[{'close_approach_date': '2024-11-09', 'close_approach_date_full': '2024-Nov-09 01:07', 'epoch_date_close_approach': 1731114420000, 'relative_velocity': {'kilometers_per_second': '8.7847694872', 'kilometers_per_hour': '31625.1701540612', 'miles_per_hour': '19650.6508660054'}, 'miss_distance': {'astronomical': '0.0370951648', 'lunar': '14.4300191072', 'kilometers': '5549357.641378976', 'miles': '3448210.9426868288'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/54496624?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.0124897854,0.0279280092,12.4897854067,27.9280091938,0.0077607904,0.017353655,40.9769875538,91.6273296835,
54497168,54497168,(2024 VE),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54497168,25.948,False,"[{'close_approach_date': '2024-11-09', 'close_approach_date_full': '2024-Nov-09 01:54', 'epoch_date_close_approach': 1731117240000, 'relative_velocity': {'kilometers_per_second': '10.3783273288', 'kilometers_per_hour': '37361.9783838186', 'miles_per_hour': '23215.2804018788'}, 'miss_distance': {'astronomical': '0.0141388086', 'lunar': '5.4999965454', 'kilometers': '2115135.650897682', 'miles': '1314284.3492927316'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/54497168?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.017177303,0.0384096172,17.1773030049,38.4096171891,0.0106734779,0.0238666222,56.3559827907,126.0158084588,
54499168,54499168,(2024 VL2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54499168,25.654,False,"[{'close_approach_date': '2024-11-09', 'close_approach_date_full': '2024-Nov-09 17:04', 'epoch_date_close_approach': 1731171840000, 'relative_velocity': {'kilometers_per_second': '6.8143420922', 'kilometers_per_hour': '24531.631532054', 'miles_per_hour': '15243.0018261254'}, 'miss_distance': {'astronomical': '0.0207451915', 'lunar': '8.0698794935', 'kilometers': '3103436.461142105', 'miles': '1928385.996506849'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/54499168?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.0196677635,0.0439784561,19.6677634656,43.9784560745,0.0122209779,0.0273269372,64.5267850886,144.2862778276,
