id,neo_reference_id,name,nasa_jpl_url,absolute_magnitude_h,is_potentially_hazardous_asteroid,close_approach_data,is_sentry_object,links_self,estimated_diameter_kilometers_estimated_diameter_min,estimated_diameter_kilometers_estimated_diameter_max,estimated_diameter_meters_estimated_diameter_min,estimated_diameter_meters_estimated_diameter_max,estimated_diameter_miles_estimated_diameter_min,estimated_diameter_miles_estimated_diameter_max,estimated_diameter_feet_estimated_diameter_min,estimated_diameter_feet_estimated_diameter_max,sentry_data
54225726,54225726,(2021 XF),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54225726,28.35,False,"[{'close_approach_date': '2024-11-30', 'close_approach_date_full': '2024-Nov-30 16:22', 'epoch_date_close_approach': 1732983720000, 'relative_velocity': {'kilometers_per_second': '18.2886176411', 'kilometers_per_hour': '65839.0235078174', 'miles_per_hour': '40909.808801288'}, 'miss_distance': {'astronomical': '0.3183992821', 'lunar': '123.8573207369', 'kilometers': '47631854.411689127', 'miles': '29597061.8974268726'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/54225726?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.0056827032,0.0127069107,5.6827032339,12.706910727,0.003531067,0.0078957058,18.6440400779,41.6893409894,
2688126,2688126,688126 (2012 JS17),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2688126,21.04,False,"[{'close_approach_date': '2024-11-30', 'close_approach_date_full': '2024-Nov-30 06:14', 'epoch_date_close_approach': 1732947240000, 'relative_velocity': {'kilometers_per_second': '12.8529514785', 'kilometers_per_hour': '46270.6253224556', 'miles_per_hour': '28750.767162167'}, 'miss_distance': {'astronomical': '0.1861122423', 'lunar': '72.3976622547', 'kilometers': '27841995.029003901', 'miles': '17300213.4894637938'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/2688126?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.1646474378,0.3681628631,164.6474377554,368.1628631423,0.102307143,0.2287657264,540.1818996855,1207.8834479116,
54497169,54497169,(2024 UM13),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54497169,25.142,False,"[{'close_approach_date': '2024-11-30', 'close_approach_date_full': '2024-Nov-30 08:21', 'epoch_date_close_approach': 1732954860000, 'relative_velocity': {'kilometers_per_second': '6.2636466465', 'kilometers_per_hour': '22549.1279273101', 'miles_per_hour': '14011.1511835'}, 'miss_distance': {'astronomical': '0.0752223651', 'lunar': '29.2615000239', 'kilometers': '11253105.595322337', 'miles': '6992355.5770967706'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/54497169?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.0248974562,0.0556724045,24.897456176,55.6724044763,0.0154705572,0.0345932176,81.6845701204,182.652251502,
54497460,54497460,(2024 VV),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54497460,23.56,False,"[{'close_approach_date': '2024-11-30', 'close_approach_date_full': '2024-Nov-30 13:59', 'epoch_date_close_approach': 1732975140000, 'relative_velocity': {'kilometers_per_second': '11.0545114656', 'kilometers_per_hour': '39796.2412761964', 'miles_per_hour': '24727.8366974232'}, 'miss_distance': {'astronomical': '0.1839578142', 'lunar': '71.5595897238', 'kilometers': '27519697.174175754', 'miles': '17099946.8889592452'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/54497460?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.0515887466,0.1153559443,51.5887466264,115.3559443307,0.0320557511,0.0716788385,169.2544234818,378.4643963979,
54499473,54499473,(2024 VR3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54499473,24.3,False,"[{'close_approach_date': '2024-11-30', 'close_approach_date_full': '2024-Nov-30 21:21', 'epoch_date_close_approach': 1733001660000, 'relative_velocity': {'kilometers_per_second': '2.338189126', 'kilometers_per_hour': '8417.4808534928', 'miles_per_hour': '5230.2952558828'}, 'miss_distance': {'astronomical': '0.165538709', 'lunar': '64.394557801', 'kilometers': '24764238.26894983', 'miles': '15387784.119294454'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/54499473?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.0366906138,0.0820427065,36.6906137531,82.0427064882,0.0227984834,0.0509789586,120.3760332259,269.1689931548,
54499611,54499611,(2024 VZ3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54499611,22.244,False,"[{'close_approach_date': '2024-11-30', 'close_approach_date_full': '2024-Nov-30 17:29', 'epoch_date_close_approach': 1732987740000, 'relative_velocity': {'kilometers_per_second': '14.6683511019', 'kilometers_per_hour': '52806.0639669984', 'miles_per_hour': '32811.6345799385'}, 'miss_distance': {'astronomical': '0.0958966726', 'lunar': '37.3038056414', 'kilometers': '14345937.961047362', 'miles': '8914152.4942511156'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/54499611?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.0945703457,0.2114657216,94.5703457028,211.4657216471,0.0587632703,0.1313986669,310.2701729955,693.7851982086,
54499837,54499837,(2024 WS),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54499837,26.483,False,"[{'close_approach_date': '2024-11-30', 'close_approach_date_full': '2024-Nov-30 15:38', 'epoch_date_close_approach': 1732981080000, 'relative_velocity': {'kilometers_per_second': '10.5122187381', 'kilometers_per_hour': '37843.9874572046', 'miles_per_hour': '23514.7820952836'}, 'miss_distance': {'astronomical': '0.0157298121', 'lunar': '6.1188969069', 'kilometers': '2353146.385660227', 'miles': '1462177.3619840526'}, 'orbiting_body': 'Earth'}]",True,http://api.nasa.gov/neo/rest/v1/neo/54499837?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.0134262576,0.0300220248,13.4262576365,30.0220247586,0.0083426871,0.0186548155,44.0494031041,98.4974597091,http://api.nasa.gov/neo/rest/v1/neo/sentry/54499837?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC
54501816,54501816,(2024 WY5),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54501816,24.123,False,"[{'close_approach_date': '2024-11-30', 'close_approach_date_full': '2024-Nov-30 14:37', 'epoch_date_close_approach': 1732977420000, 'relative_velocity': {'kilometers_per_second': '13.4914580465', 'kilometers_per_hour': '48569.2489673064', 'miles_per_hour': '30179.0425041577'}, 'miss_distance': {'astronomical': '0.142598318', 'lunar': '55.470745702', 'kilometers': '21332404.63838266', 'miles': '13255341.583934308'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/54501816?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.0398065901,0.0890102414,39.8065900845,89.0102413814,0.0247346607,0.0553083827,130.5990530129,292.0283603338,
54502165,54502165,(2024 WQ14),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54502165,26.084,False,"[{'close_approach_date': '2024-11-30', 'close_approach_date_full': '2024-Nov-30 07:35', 'epoch_date_close_approach': 1732952100000, 'relative_velocity': {'kilometers_per_second': '3.2555899034', 'kilometers_per_hour': '11720.1236522718', 'miles_per_hour': '7282.4290549352'}, 'miss_distance': {'astronomical': '0.1102388529', 'lunar': '42.8829137781', 'kilometers': '16491497.585083323', 'miles': '10247341.4238349374'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/54502165?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.0161344801,0.0360777944,16.1344801325,36.077794358,0.0100254981,0.0224176952,52.9346477981,118.3654708415,
2447755,2447755,447755 (2007 JX2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2447755,19.73,True,"[{'close_approach_date': '2024-12-03', 'close_approach_date_full': '2024-Dec-03 23:16', 'epoch_date_close_approach': 1733267760000, 'relative_velocity': {'kilometers_per_second': '12.2226088853', 'kilometers_per_hour': '44001.3919872028', 'miles_per_hour': '27340.7538156038'}, 'miss_distance': {'astronomical': '0.0369798895', 'lunar': '14.3851770155', 'kilometers': '5532112.702035365', 'miles': '3437495.434263437'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/2447755?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.3009920165,0.6730386097,300.992016548,673.0386096861,0.1870277103,0.4182066739,987.5066475714,2208.1319922025,
2523661,2523661,523661 (2012 LF11),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2523661,20.79,False,"[{'close_approach_date': '2024-12-03', 'close_approach_date_full': '2024-Dec-03 20:13', 'epoch_date_close_approach': 1733256780000, 'relative_velocity': {'kilometers_per_second': '16.5219850836', 'kilometers_per_hour': '59479.1463009953', 'miles_per_hour': '36958.0284335268'}, 'miss_distance': {'astronomical': '0.4503475767', 'lunar': '175.1852073363', 'kilometers': '67371038.233981629', 'miles': '41862421.9722953202'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/2523661?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.1847374636,0.4130855266,184.7374636151,413.0855266343,0.1147905025,0.2566793668,606.094060127,1355.2675192028,
3735468,3735468,(2015 WY1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3735468,22.05,False,"[{'close_approach_date': '2024-12-03', 'close_approach_date_full': '2024-Dec-03 14:58', 'epoch_date_close_approach': 1733237880000, 'relative_velocity': {'kilometers_per_second': '15.2914371899', 'kilometers_per_hour': '55049.1738836436', 'miles_per_hour': '34205.4158500895'}, 'miss_distance': {'astronomical': '0.3905475525', 'lunar': '151.9229979225', 'kilometers': '58425081.987713175', 'miles': '36303662.523964815'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/3735468?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.1034081995,0.2312277636,103.4081995395,231.2277636011,0.0642548564,0.1436782267,339.2657573771,758.6212959332,
3765645,3765645,(2016 XJ2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3765645,24.2,False,"[{'close_approach_date': '2024-12-03', 'close_approach_date_full': '2024-Dec-03 17:22', 'epoch_date_close_approach': 1733246520000, 'relative_velocity': {'kilometers_per_second': '22.1316174982', 'kilometers_per_hour': '79673.8229934484', 'miles_per_hour': '49506.2151816791'}, 'miss_distance': {'astronomical': '0.4856251757', 'lunar': '188.9081933473', 'kilometers': '72648491.903095759', 'miles': '45141679.6210851142'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/3765645?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.0384197891,0.0859092601,38.4197891064,85.9092601232,0.0238729428,0.0533815229,126.0491808919,281.8545369825,
54017091,54017091,(2020 KY),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54017091,26.2,False,"[{'close_approach_date': '2024-12-03', 'close_approach_date_full': '2024-Dec-03 11:01', 'epoch_date_close_approach': 1733223660000, 'relative_velocity': {'kilometers_per_second': '5.8869173204', 'kilometers_per_hour': '21192.9023535966', 'miles_per_hour': '13168.4453541001'}, 'miss_distance': {'astronomical': '0.3226236194', 'lunar': '125.5005879466', 'kilometers': '48263806.273930678', 'miles': '29989738.5759642364'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/54017091?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.0152951935,0.0342010925,15.2951935344,34.201092472,0.0095039897,0.021251567,50.1810827555,112.2083122258,
54053939,54053939,(2020 RD4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54053939,29.7,False,"[{'close_approach_date': '2024-12-03', 'close_approach_date_full': '2024-Dec-03 00:17', 'epoch_date_close_approach': 1733185020000, 'relative_velocity': {'kilometers_per_second': '10.6055328592', 'kilometers_per_hour': '38179.9182932543', 'miles_per_hour': '23723.5164528279'}, 'miss_distance': {'astronomical': '0.296583049', 'lunar': '115.370806061', 'kilometers': '44368192.40850563', 'miles': '27569116.365732494'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/54053939?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.0030517923,0.0068240151,3.0517923259,6.824015094,0.0018962952,0.0042402451,10.0124423346,22.388501681,
54404393,54404393,(2023 VH7),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54404393,25.73,False,"[{'close_approach_date': '2024-12-03', 'close_approach_date_full': '2024-Dec-03 09:41', 'epoch_date_close_approach': 1733218860000, 'relative_velocity': {'kilometers_per_second': '13.0519973334', 'kilometers_per_hour': '46987.1904003235', 'miles_per_hour': '29196.0128351344'}, 'miss_distance': {'astronomical': '0.3548458664', 'lunar': '138.0350420296', 'kilometers': '53084185.791744568', 'miles': '32984983.5169803184'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/54404393?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.0189913123,0.0424658654,18.9913123471,42.46586539,0.0118006507,0.0263870572,62.3074572008,139.3237098062,
54501818,54501818,(2024 WL6),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54501818,26.257,False,"[{'close_approach_date': '2024-12-03', 'close_approach_date_full': '2024-Dec-03 18:59', 'epoch_date_close_approach': 1733252340000, 'relative_velocity': {'kilometers_per_second': '8.2157146169', 'kilometers_per_hour': '29576.5726208058', 'miles_per_hour': '18377.7320265224'}, 'miss_distance': {'astronomical': '0.0100929824', 'lunar': '3.9261701536', 'kilometers': '1509888.668987488', 'miles': '938201.3139358144'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/54501818?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.0148989265,0.0333150124,14.8989264632,33.3150123635,0.0092577608,0.0207009825,48.8809938975,109.3012251627,
2163899,2163899,163899 (2003 SD220),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2163899,17.63,True,"[{'close_approach_date': '2024-12-02', 'close_approach_date_full': '2024-Dec-02 12:36', 'epoch_date_close_approach': 1733142960000, 'relative_velocity': {'kilometers_per_second': '5.481051941', 'kilometers_per_hour': '19731.78698777', 'miles_per_hour': '12260.5650869285'}, 'miss_distance': {'astronomical': '0.0883391215', 'lunar': '34.3639182635', 'kilometers': '13215344.414071205', 'miles': '8211634.240364429'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/2163899?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.7916896669,1.7702719124,791.6896669423,1770.2719123671,0.491933,1.0999956285,2597.4071268909,5807.9789009705,
2523585,2523585,523585 (1998 MW5),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2523585,18.69,False,"[{'close_approach_date': '2024-12-02', 'close_approach_date_full': '2024-Dec-02 10:43', 'epoch_date_close_approach': 1733136180000, 'relative_velocity': {'kilometers_per_second': '11.4820878789', 'kilometers_per_hour': '41335.5163640508', 'miles_per_hour': '25684.2823763181'}, 'miss_distance': {'astronomical': '0.2989540128', 'lunar': '116.2931109792', 'kilometers': '44722883.542832736', 'miles': '27789511.2167583168'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/2523585?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.4859090375,1.0865256386,485.9090374507,1086.5256386213,0.3019297845,0.6751355226,1594.1898064299,3564.7167762145,
3788012,3788012,(2017 UV4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3788012,19.93,False,"[{'close_approach_date': '2024-12-02', 'close_approach_date_full': '2024-Dec-02 03:04', 'epoch_date_close_approach': 1733108640000, 'relative_velocity': {'kilometers_per_second': '15.0191314092', 'kilometers_per_hour': '54068.8730732744', 'miles_per_hour': '33596.2950493354'}, 'miss_distance': {'astronomical': '0.1909436336', 'lunar': '74.2770734704', 'kilometers': '28564760.876620432', 'miles': '17749319.3618566816'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/3788012?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.2745079817,0.6138185073,274.5079816514,613.8185073387,0.1705712991,0.3814090197,900.6167665211,2013.8403116173,
3825033,3825033,(2018 KT2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3825033,26.9,False,"[{'close_approach_date': '2024-12-02', 'close_approach_date_full': '2024-Dec-02 20:03', 'epoch_date_close_approach': 1733169780000, 'relative_velocity': {'kilometers_per_second': '5.702353463', 'kilometers_per_hour': '20528.4724668187', 'miles_per_hour': '12755.5944613963'}, 'miss_distance': {'astronomical': '0.3387595304', 'lunar': '131.7774573256', 'kilometers': '50677704.190040248', 'miles': '31489665.1885135024'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/3825033?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.0110803882,0.0247765013,11.0803882126,24.7765012606,0.0068850319,0.0153953994,36.3529808636,81.2877363957,
54054370,54054370,(2020 RA8),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54054370,24.2,False,"[{'close_approach_date': '2024-12-02', 'close_approach_date_full': '2024-Dec-02 00:36', 'epoch_date_close_approach': 1733099760000, 'relative_velocity': {'kilometers_per_second': '18.3820229666', 'kilometers_per_hour': '66175.2826795872', 'miles_per_hour': '41118.7471738802'}, 'miss_distance': {'astronomical': '0.4577018489', 'lunar': '178.0460192221', 'kilometers': '68471221.690501843', 'miles': '42546044.2721897134'}, 'orbiting_body': 'Earth'}]",False,http://api.nasa.gov/neo/rest/v1/neo/54054370?api_key=zEV8WaqAclQozMvV7r8zkXjdX6O5NLcAqvgJgtwC,0.0384197891,0.0859092601,38.4197891064,85.9092601232,0.0238729428,0.0533815229,126.0491808919,281.8545369825,
